ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
269,in the money    In the money describes an option whose exercise would produce profits. Out of the money describes an option where exercise would not be profitable.,in the money,,,In the money describes an option whose exercise would produce profits. Out of the money describes an option where exercise would not be profitable.,2013_Bodie.Kane.Marcus_Investments
270,international financial reporting standards    Accounting standards used in many non-U.S. markets that rely more on principles and less on rules than U.S. standards.,international financial reporting standards,,,Accounting standards used in many non-U.S. markets that rely more on principles and less on rules than U.S. standards.,2013_Bodie.Kane.Marcus_Investments
271,intrinsic value (of a firm)    The present value of a firm's expected future net cash flows discounted by the required rate of return.,intrinsic value,,,The present value of a firm's expected future net cash flows discounted by the required rate of return.,2013_Bodie.Kane.Marcus_Investments
272,"intrinsic value of an option    Stock price minus exercise price, or the profit that could be attained by immediate  exercise of an in-the-money option.",intrinsic value of an option,,,"Stock price minus exercise price, or the profit that could be attained by immediate exercise of an in-the-money option.",2013_Bodie.Kane.Marcus_Investments
273,inventory turnover ratio    Cost of goods sold as a multiple of average inventory.,inventory turnover ratio,,,Cost of goods sold as a multiple of average inventory.,2013_Bodie.Kane.Marcus_Investments
274,"market-value-weighted index    An index of a group of securities computed by calculating a weighted average of the returns of each security in the index, with weights  proportional to outstanding market value.",market value weighted index,,,"An index of a group of securities computed by calculating a weighted average of the returns of each security in the index, with weights proportional to outstanding market value.",2013_Bodie.Kane.Marcus_Investments
275,marking to market    Describes the daily settlement of  obligations on futures positions.,marking to market,,,Describes the daily settlement of obligations on futures positions.,2013_Bodie.Kane.Marcus_Investments
276,mean-variance analysis    Evaluation of risky prospects based on the expected value and variance of possible outcomes.,mean variance analysis,,,Evaluation of risky prospects based on the expected value and variance of possible outcomes.,2013_Bodie.Kane.Marcus_Investments
277,mean-variance criterion    The selection of portfolios based on the means and variances of their returns. The choice of the higher expected return portfolio for a given level of variance or the lower variance portfolio for a given expected return.,mean variance criterion,,,The selection of portfolios based on the means and variances of their returns. The choice of the higher expected return portfolio for a given level of variance or the lower variance portfolio for a given expected return.,2013_Bodie.Kane.Marcus_Investments
278,mental accounting    Individuals mentally segregate assets into independent accounts rather than viewing them as part of a unified portfolio.,mental accounting,,,Individuals mentally segregate assets into independent accounts rather than viewing them as part of a unified portfolio.,2013_Bodie.Kane.Marcus_Investments
279,minimum-variance frontier    Graph of the lowest possible portfolio variance that is attainable for a given portfolio expected return.,minimum variance frontier,,,Graph of the lowest possible portfolio variance that is attainable for a given portfolio expected return.,2013_Bodie.Kane.Marcus_Investments
280,minimum-variance portfolio    The portfolio of risky assets with lowest variance.,minimum variance portfolio,,,The portfolio of risky assets with lowest variance.,2013_Bodie.Kane.Marcus_Investments
281,modern portfolio theory (MPT)    Principles underlying analysis and evaluation of rational portfolio choices based on risk-return trade-offs and efficient diversification.,modern portfolio theory,MPT,,Principles underlying analysis and evaluation of rational portfolio choices based on risk-return trade-offs and efficient diversification.,2013_Bodie.Kane.Marcus_Investments
282,modified duration    Macaulay's duration divided by 1 1 yield to maturity. Measures interest rate sensitivity of bonds.,modified duration,,,Macaulay's duration divided by 1 1 yield to maturity. Measures interest rate sensitivity of bonds.,2013_Bodie.Kane.Marcus_Investments
283,momentum effect    The tendency of poorly performing stocks and well-performing stocks in one period to continue that abnormal performance in following periods.,momentum effect,,,The tendency of poorly performing stocks and well-performing stocks in one period to continue that abnormal performance in following periods.,2013_Bodie.Kane.Marcus_Investments
284,monetary policy    Actions taken by the Board of Governors of the Federal Reserve System to influence the money  supply or interest rates.,monetary policy,,,Actions taken by the Board of Governors of the Federal Reserve System to influence the money supply or interest rates.,2013_Bodie.Kane.Marcus_Investments
285,"money market    Includes short-term, highly liquid, and relatively low-risk debt instruments.",money market,,,"Includes short-term, highly liquid, and relatively low-risk debt instruments.",2013_Bodie.Kane.Marcus_Investments
286,mortality tables    Tables of probability that individuals of various ages will die within a year.,mortality tables,,,Tables of probability that individuals of various ages will die within a year.,2013_Bodie.Kane.Marcus_Investments
287,"mortgage-backed security    Ownership claim in a pool of mortgages or an obligation that is secured by such a pool. Also called a  pass-through,  because payments are passed along from the mortgage originator to the purchaser of the mortgage-backed security.",mortgage backed security,,,"Ownership claim in a pool of mortgages or an obligation that is secured by such a pool. Also called a pass-through, because payments are passed along from the mortgage originator to the purchaser of the mortgage-backed security.",2013_Bodie.Kane.Marcus_Investments
288,multifactor CAPM    Generalization of the basic CAPM that accounts for extra-market hedging demands.,multifactor CAPM,,,Generalization of the basic CAPM that accounts for extra-market hedging demands.,2013_Bodie.Kane.Marcus_Investments
289,multifactor models    Model of security returns positing that returns respond to several systematic factors.,multifactor models,,,Model of security returns positing that returns respond to several systematic factors.,2013_Bodie.Kane.Marcus_Investments
290,"municipal bonds    Tax-exempt bonds issued by state and local governments, generally to finance capital improvement projects. General obligation bonds are backed by the general taxing power of the issuer. Revenue bonds are backed by the proceeds from the project or agency they are issued to finance.",municipal bonds,,,"Tax-exempt bonds issued by state and local governments, generally to finance capital improvement projects. General obligation bonds are backed by the general taxing power of the issuer. Revenue bonds are backed by the proceeds from the project or agency they are issued to finance.",2013_Bodie.Kane.Marcus_Investments
291,mutual fund    A firm pooling and managing funds of investors.,mutual fund,,,A firm pooling and managing funds of investors.,2013_Bodie.Kane.Marcus_Investments
292,"mutual fund theorem    A result associated with the CAPM, asserting that investors will choose to invest their entire risky portfolio in a market-index mutual fund.",mutual fund theorem,,,"A result associated with the CAPM, asserting that investors will choose to invest their entire risky portfolio in a market-index mutual fund.",2013_Bodie.Kane.Marcus_Investments
293,lognormal distribution    The log of the variable has a  normal (bell-shaped) distribution.,lognormal distribution,,,The log of the variable has a normal (bell-shaped) distribution.,2013_Bodie.Kane.Marcus_Investments
294,London Interbank Offered Rate (LIBOR)    Rate that most creditworthy banks charge one another for large loans of Eurodollars in the London market.,London Interbank Offered Rate,LIBOR,,Rate that most creditworthy banks charge one another for large loans of Eurodollars in the London market.,2013_Bodie.Kane.Marcus_Investments
295,long position hedge    Hedging the future cost of a pur-chase by taking a long futures position to protect against changes in the price of the asset.,long position hedge,,,Hedging the future cost of a pur-chase by taking a long futures position to protect against changes in the price of the asset.,2013_Bodie.Kane.Marcus_Investments
296,lower partial standard deviation    Standard deviation  computed using only the portion of the probability  distribution below the mean of the variable.,lower partial standard deviation,,,Standard deviation computed using only the portion of the probability distribution below the mean of the variable.,2013_Bodie.Kane.Marcus_Investments
297,"M    Macaulay's duration    Effective maturity of bond, equal to weighted average of the times until each payment, with weights proportional to the present value of the payment.",Macaulay's duration,,,"Effective maturity of bond, equal to weighted average of the times until each payment, with weights proportional to the present value of the payment.",2013_Bodie.Kane.Marcus_Investments
298,"maintenance,  or  variation, margin    An established value below which a trader's margin cannot fall. Reaching the maintenance margin triggers a margin call.","maintenance, or variation, margin",,,An established value below which a trader's margin cannot fall. Reaching the maintenance margin triggers a margin call.,2013_Bodie.Kane.Marcus_Investments
299,margin    Describes securities purchased with money  borrowed from a broker. Current maximum margin is 50%.,margin,,,Describes securities purchased with money borrowed from a broker. Current maximum margin is 50%.,2013_Bodie.Kane.Marcus_Investments
300,mark-to-market accounting    See  fair value accounting   .,mark to market accounting,,,See fair value accounting  .,2013_Bodie.Kane.Marcus_Investments
301,market-book-value ratio    Ratio of price per share to book value per share.,market book value ratio,,,Ratio of price per share to book value per share.,2013_Bodie.Kane.Marcus_Investments
302,market capitalization rate    The market-consensus estimate of the appropriate discount rate for a firm's cash flows.,market capitalization rate,,,The market-consensus estimate of the appropriate discount rate for a firm's cash flows.,2013_Bodie.Kane.Marcus_Investments
303,market model    Another version of the index model that breaks down return uncertainty into systematic and  nonsystematic components.,market model,,,Another version of the index model that breaks down return uncertainty into systematic and nonsystematic components.,2013_Bodie.Kane.Marcus_Investments
304,"market neutral    A strategy designed to exploit relative mispricing within a market, but which is hedged to avoid taking a stance on the direction of the broad market.",market neutral,,,"A strategy designed to exploit relative mispricing within a market, but which is hedged to avoid taking a stance on the direction of the broad market.",2013_Bodie.Kane.Marcus_Investments
305,market order    A buy or sell order to be executed  immediately at current market prices.,market order,,,A buy or sell order to be executed immediately at current market prices.,2013_Bodie.Kane.Marcus_Investments
306,"market or systematic risk, firm-specific risk    Market risk is risk attributable to common macroeconomic factors. Firm-specific risk reflects risk peculiar to an individual firm that is independent of market risk.","market or systematic risk, firm specific risk",,,Market risk is risk attributable to common macroeconomic factors. Firm-specific risk reflects risk peculiar to an individual firm that is independent of market risk.,2013_Bodie.Kane.Marcus_Investments
307,market portfolio    The portfolio for which each security is held in proportion to its market value.,market portfolio,,,The portfolio for which each security is held in proportion to its market value.,2013_Bodie.Kane.Marcus_Investments
308,"market price of risk    A measure of the extra return, or risk premium, that investors demand to bear risk. The reward-to-risk ratio of the market portfolio.",market price of risk,,,"A measure of the extra return, or risk premium, that investors demand to bear risk. The reward-to-risk ratio of the market portfolio.",2013_Bodie.Kane.Marcus_Investments
309,market risk    See systematic risk.,market risk,,,See systematic risk.,2013_Bodie.Kane.Marcus_Investments
310,market segmentation    The theory that long- and  short-maturity bonds are traded in essentially distinct or  segmented markets and that prices in one market do not affect those in the other.,market segmentation,,,The theory that long- and short-maturity bonds are traded in essentially distinct or segmented markets and that prices in one market do not affect those in the other.,2013_Bodie.Kane.Marcus_Investments
311,market timer    An investor who speculates on broad market moves rather than on specific securities.,market timer,,,An investor who speculates on broad market moves rather than on specific securities.,2013_Bodie.Kane.Marcus_Investments
312,market timing    Asset allocation in which the investment in the market is increased if one forecasts that the market will outperform T-bills.,market timing,,,Asset allocation in which the investment in the market is increased if one forecasts that the market will outperform T-bills.,2013_Bodie.Kane.Marcus_Investments
313,"P    pairs trading    Stocks are paired up based on  underlying similarities, and long/short positions are established to exploit any relative mispricing between each pair.",pairs trading,,,"Stocks are paired up based on underlying similarities, and long/short positions are established to exploit any relative mispricing between each pair.",2013_Bodie.Kane.Marcus_Investments
314,par value    The face value of the bond.,par value,,,The face value of the bond.,2013_Bodie.Kane.Marcus_Investments
315,passive investment strategy    See passive management.,passive investment strategy,,,See passive management.,2013_Bodie.Kane.Marcus_Investments
316,passive management    Buying a well-diversified portfolio to represent a broad-based market index without attempting to search out mispriced securities.,passive management,,,Buying a well-diversified portfolio to represent a broad-based market index without attempting to search out mispriced securities.,2013_Bodie.Kane.Marcus_Investments
317,passive market-index portfolio    A market-index portfolio.,passive market index portfolio,,,A market-index portfolio.,2013_Bodie.Kane.Marcus_Investments
318,passive strategy    See passive management.,passive strategy,,,See passive management.,2013_Bodie.Kane.Marcus_Investments
319,pass-through security    Pools of loans (such as home mort-gage loans) sold in one package. Owners of pass-throughs receive all principal and interest payments made by the borrowers.,pass through security,,,Pools of loans (such as home mort-gage loans) sold in one package. Owners of pass-throughs receive all principal and interest payments made by the borrowers.,2013_Bodie.Kane.Marcus_Investments
320,peak    The transition from the end of an expansion to the start of a contraction.,peak,,,The transition from the end of an expansion to the start of a contraction.,2013_Bodie.Kane.Marcus_Investments
321,P/E effect    That portfolios of low P/E stocks have exhibited higher average risk-adjusted returns than high P/E stocks.,PE effect,,,That portfolios of low P/E stocks have exhibited higher average risk-adjusted returns than high P/E stocks.,2013_Bodie.Kane.Marcus_Investments
322,personal trust    An interest in an asset held by a trustee for the benefit of another person.,personal trust,,,An interest in an asset held by a trustee for the benefit of another person.,2013_Bodie.Kane.Marcus_Investments
323,plowback ratio    The proportion of the firm's earnings that is reinvested in the business (and not paid out as dividends). The plowback ratio equals 1 minus the dividend payout ratio.,plowback ratio,,,The proportion of the firm's earnings that is reinvested in the business (and not paid out as dividends). The plowback ratio equals 1 minus the dividend payout ratio.,2013_Bodie.Kane.Marcus_Investments
324,"political risk    Possibility of the expropriation of assets, changes in tax policy, restrictions on the exchange of foreign currency for domestic currency, or other changes in the  business climate of a country.",political risk,,,"Possibility of the expropriation of assets, changes in tax policy, restrictions on the exchange of foreign currency for domestic currency, or other changes in the business climate of a country.",2013_Bodie.Kane.Marcus_Investments
325,"portable alpha; alpha transfer    A strategy in which you invest in positive alpha positions, then hedge the systematic risk of that investment, and, finally, establish market  exposure where you want it by using passive indexes.",portable alpha; alpha transfer,,,"A strategy in which you invest in positive alpha positions, then hedge the systematic risk of that investment, and, finally, establish market exposure where you want it by using passive indexes.",2013_Bodie.Kane.Marcus_Investments
326,portfolio insurance    The practice of using options or dynamic hedge strategies to provide protection against investment losses while maintaining upside potential.,portfolio insurance,,,The practice of using options or dynamic hedge strategies to provide protection against investment losses while maintaining upside potential.,2013_Bodie.Kane.Marcus_Investments
327,"portfolio management    Process of combining securities in a portfolio tailored to the investor's preferences and needs, monitoring that portfolio, and evaluating its performance.",portfolio management,,,"Process of combining securities in a portfolio tailored to the investor's preferences and needs, monitoring that portfolio, and evaluating its performance.",2013_Bodie.Kane.Marcus_Investments
328,portfolio opportunity set    The expected return-standard deviation pairs of all portfolios that can be constructed from a given set of assets.,portfolio opportunity set,,,The expected return-standard deviation pairs of all portfolios that can be constructed from a given set of assets.,2013_Bodie.Kane.Marcus_Investments
329,posterior distribution    Probability distribution for a  variable after adjustment for empirical evidence on its likely value.,posterior distribution,,,Probability distribution for a variable after adjustment for empirical evidence on its likely value.,2013_Bodie.Kane.Marcus_Investments
330,preferred habitat theory    Holds that investors prefer  specific maturity ranges but can be induced to switch if risk premiums are sufficient.,preferred habitat theory,,,Holds that investors prefer specific maturity ranges but can be induced to switch if risk premiums are sufficient.,2013_Bodie.Kane.Marcus_Investments
331,"preferred stock    Nonvoting shares in a corporation, paying a fixed or variable stream of dividends.",preferred stock,,,"Nonvoting shares in a corporation, paying a fixed or variable stream of dividends.",2013_Bodie.Kane.Marcus_Investments
332,premium    The purchase price of an option.,premium,,,The purchase price of an option.,2013_Bodie.Kane.Marcus_Investments
333,premium bonds    Bonds selling above par value.,premium bonds,,,Bonds selling above par value.,2013_Bodie.Kane.Marcus_Investments
334,N    NAICS codes    North American Industrial  Classification System codes that use numerical values to identify industries.,NAICS codes,,,North American Industrial Classification System codes that use numerical values to identify industries.,2013_Bodie.Kane.Marcus_Investments
335,naked option writing    Writing an option without an  offsetting stock position.,naked option writing,,,Writing an option without an offsetting stock position.,2013_Bodie.Kane.Marcus_Investments
336,"NASDAQ    The automated quotation system for the OTC market, showing current bid ask prices for thousands of stocks.",NASDAQ,,,"The automated quotation system for the OTC market, showing current bid ask prices for thousands of stocks.",2013_Bodie.Kane.Marcus_Investments
337,neglected-firm effect    That investments in stock of less well-known firms have generated abnormal returns.,neglected firm effect,,,That investments in stock of less well-known firms have generated abnormal returns.,2013_Bodie.Kane.Marcus_Investments
338,net asset value (NAV)    The value of each share expressed as assets minus liabilities on a per-share basis.,net asset value,NAV,,The value of each share expressed as assets minus liabilities on a per-share basis.,2013_Bodie.Kane.Marcus_Investments
339,nominal interest rate    The interest rate in terms of  nominal (not adjusted for purchasing power) dollars.,nominal interest rate,,,The interest rate in terms of nominal (not adjusted for purchasing power) dollars.,2013_Bodie.Kane.Marcus_Investments
340,nondirectional strategy    A position designed to exploit temporary misalignments in relative pricing. Typically involves a long position in one security hedged with a short position in a related security.,nondirectional strategy,,,A position designed to exploit temporary misalignments in relative pricing. Typically involves a long position in one security hedged with a short position in a related security.,2013_Bodie.Kane.Marcus_Investments
341,nondiversifiable risk    See systematic risk.,nondiversifiable risk,,,See systematic risk.,2013_Bodie.Kane.Marcus_Investments
342,nonsystematic risk    Nonmarket or firm-specific risk  factors that can be eliminated by diversification. Also called unique risk or diversifiable risk. Systematic risk refers to risk factors common to the entire economy.,nonsystematic risk,,,Nonmarket or firm-specific risk factors that can be eliminated by diversification. Also called unique risk or diversifiable risk. Systematic risk refers to risk factors common to the entire economy.,2013_Bodie.Kane.Marcus_Investments
343,normal distribution    Bell-shaped probability distribution that characterizes many natural phenomena.,normal distribution,,,Bell-shaped probability distribution that characterizes many natural phenomena.,2013_Bodie.Kane.Marcus_Investments
344,notional principal    Principal amount used to calculate swap payments.,notional principal,,,Principal amount used to calculate swap payments.,2013_Bodie.Kane.Marcus_Investments
345,"O    on the run    Recently issued bond, selling at or near par value.",on the run,,,"Recently issued bond, selling at or near par value.",2013_Bodie.Kane.Marcus_Investments
346,on-the-run yield curve    Relationship between yield to maturity and time to maturity for newly issued bonds selling at par.,on the run yield curve,,,Relationship between yield to maturity and time to maturity for newly issued bonds selling at par.,2013_Bodie.Kane.Marcus_Investments
347,open-end (mutual) fund    A fund that issues or redeems its own shares at their net asset value (NAV).,open end,,,A fund that issues or redeems its own shares at their net asset value (NAV).,2013_Bodie.Kane.Marcus_Investments
348,open interest    The number of futures contracts outstanding.,open interest,,,The number of futures contracts outstanding.,2013_Bodie.Kane.Marcus_Investments
349,optimal risky portfolio    An investor's best combination of risky assets to be mixed with safe assets to form the  complete portfolio.,optimal risky portfolio,,,An investor's best combination of risky assets to be mixed with safe assets to form the complete portfolio.,2013_Bodie.Kane.Marcus_Investments
350,option elasticity    The percentage increase in an option's value given a 1% change in the value of the underlying security.,option elasticity,,,The percentage increase in an option's value given a 1% change in the value of the underlying security.,2013_Bodie.Kane.Marcus_Investments
351,original issue discount bond    A bond issued with a low coupon rate that sells at a discount from par value.,original issue discount bond,,,A bond issued with a low coupon rate that sells at a discount from par value.,2013_Bodie.Kane.Marcus_Investments
352,out of the money    Out of the money describes an option where exercise would not be profitable. In the money describes an option where exercise would produce profits.,out of the money,,,Out of the money describes an option where exercise would not be profitable. In the money describes an option where exercise would produce profits.,2013_Bodie.Kane.Marcus_Investments
353,over-the-counter market    An informal network of brokers and dealers who negotiate sales of securities (not a formal exchange).,over the counter market,,,An informal network of brokers and dealers who negotiate sales of securities (not a formal exchange).,2013_Bodie.Kane.Marcus_Investments
354,"pure plays    Bets on particular mispricing across two or more securities, with extraneous sources of risk such as  general market exposure hedged away.",pure plays,,,"Bets on particular mispricing across two or more securities, with extraneous sources of risk such as general market exposure hedged away.",2013_Bodie.Kane.Marcus_Investments
355,pure yield curve    Refers to the relationship between yield to maturity and time to maturity for zero-coupon bonds.,pure yield curve,,,Refers to the relationship between yield to maturity and time to maturity for zero-coupon bonds.,2013_Bodie.Kane.Marcus_Investments
356,pure yield pickup swap    Moving to higher-yield bonds.,pure yield pickup swap,,,Moving to higher-yield bonds.,2013_Bodie.Kane.Marcus_Investments
357,put bond    A bond that the holder may choose either to exchange for par value at some date or to extend for a given number of years.,put bond,,,A bond that the holder may choose either to exchange for par value at some date or to extend for a given number of years.,2013_Bodie.Kane.Marcus_Investments
358,put-call parity theorem    An equation representing the proper relation between put and call prices. Violation of  parity allows arbitrage opportunities.,put call parity theorem,,,An equation representing the proper relation between put and call prices. Violation of parity allows arbitrage opportunities.,2013_Bodie.Kane.Marcus_Investments
359,put/call ratio    Ratio of put options to call options  outstanding on a stock.,put call ratio,,,Ratio of put options to call options outstanding on a stock.,2013_Bodie.Kane.Marcus_Investments
360,put option    The right to sell an asset at a specified exercise price on or before a specified expiration date.,put option,,,The right to sell an asset at a specified exercise price on or before a specified expiration date.,2013_Bodie.Kane.Marcus_Investments
361,Q    quality of earnings    The realism and conservatism of the earnings number and the extent to which we might expect the reported level of earnings to be sustained.,quality of earnings,,,The realism and conservatism of the earnings number and the extent to which we might expect the reported level of earnings to be sustained.,2013_Bodie.Kane.Marcus_Investments
362,quick ratio    A measure of liquidity similar to the current ratio except for exclusion of inventories (cash plus receiv-ables divided by current liabilities).,quick ratio,,,A measure of liquidity similar to the current ratio except for exclusion of inventories (cash plus receiv-ables divided by current liabilities).,2013_Bodie.Kane.Marcus_Investments
363,R    random walk    Describes the notion that stock price changes are random and unpredictable.,random walk,,,Describes the notion that stock price changes are random and unpredictable.,2013_Bodie.Kane.Marcus_Investments
364,rate anticipation swap    A switch made in response to forecasts of interest rates.,rate anticipation swap,,,A switch made in response to forecasts of interest rates.,2013_Bodie.Kane.Marcus_Investments
365,"real assets, financial assets     Real assets  are land, buildings, and equipment that are used to produce goods and services.  Financial assets  are claims such as securities to the income generated by real assets.","real assets, financial assets",,,"Real assets are land, buildings, and equipment that are used to produce goods and services. Financial assets are claims such as securities to the income generated by real assets.",2013_Bodie.Kane.Marcus_Investments
366,real interest rate    The excess of the interest rate over the inflation rate. The growth rate of purchasing power derived from an investment.,real interest rate,,,The excess of the interest rate over the inflation rate. The growth rate of purchasing power derived from an investment.,2013_Bodie.Kane.Marcus_Investments
367,realized compound return    Yield assuming that coupon payments are invested at the going market interest rate at the time of their receipt and rolled over until the bond matures.,realized compound return,,,Yield assuming that coupon payments are invested at the going market interest rate at the time of their receipt and rolled over until the bond matures.,2013_Bodie.Kane.Marcus_Investments
368,rebalancing    Realigning the proportions of assets in a  portfolio as needed.,rebalancing,,,Realigning the proportions of assets in a portfolio as needed.,2013_Bodie.Kane.Marcus_Investments
369,"registered bond    A bond whose issuer records ownership and interest payments. Differs from a bearer bond, which is traded without record of ownership and whose possession is its only evidence of ownership.",registered bond,,,"A bond whose issuer records ownership and interest payments. Differs from a bearer bond, which is traded without record of ownership and whose possession is its only evidence of ownership.",2013_Bodie.Kane.Marcus_Investments
370,regression equation    An equation that describes the  average relationship between a dependent variable and a set of explanatory variables.,regression equation,,,An equation that describes the average relationship between a dependent variable and a set of explanatory variables.,2013_Bodie.Kane.Marcus_Investments
371,regret avoidance    Notion from behavioral finance that individuals who make decisions that turn out badly will have more regret when that decision was more unconventional.,regret avoidance,,,Notion from behavioral finance that individuals who make decisions that turn out badly will have more regret when that decision was more unconventional.,2013_Bodie.Kane.Marcus_Investments
372,present value of growth opportunities (PVGO)    Net  present value of a firm's future investments.,present value of growth opportunities,PVGO,,Net present value of a firm's future investments.,2013_Bodie.Kane.Marcus_Investments
373,price-earnings multiple    See price-earnings ratio.,price earnings multiple,,,See price-earnings ratio.,2013_Bodie.Kane.Marcus_Investments
374,price-earnings (P/E) ratio    The ratio of a stock's price to its earnings per share. Also referred to as the P/E multiple.,price earnings,P/E,,The ratio of a stock's price to its earnings per share. Also referred to as the P/E multiple.,2013_Bodie.Kane.Marcus_Investments
375,price value of a basis point    The change in the value of a fixed-income asset resulting from a 1 basis point change in the asset's yield to maturity.,price value of a basis point,,,The change in the value of a fixed-income asset resulting from a 1 basis point change in the asset's yield to maturity.,2013_Bodie.Kane.Marcus_Investments
376,price-weighted average    Weighted average with weights proportional to security prices rather than total capitalization.,price weighted average,,,Weighted average with weights proportional to security prices rather than total capitalization.,2013_Bodie.Kane.Marcus_Investments
377,primary market    New issues of securities are offered to the public here.,primary market,,,New issues of securities are offered to the public here.,2013_Bodie.Kane.Marcus_Investments
378,"primitive security, derivative security    A  primitive security  is an instrument such as a stock or bond for which payments depend only on the financial status of its issuer. A  derivative security  is created from the set of primitive securities to yield returns that depend on factors beyond the characteristics of the issuer and that may be related to prices of other assets.","primitive security, derivative security",,,A primitive security is an instrument such as a stock or bond for which payments depend only on the financial status of its issuer. A derivative security is created from the set of primitive securities to yield returns that depend on factors beyond the characteristics of the issuer and that may be related to prices of other assets.,2013_Bodie.Kane.Marcus_Investments
379,principal    The outstanding balance on a loan.,principal,,,The outstanding balance on a loan.,2013_Bodie.Kane.Marcus_Investments
380,prior distribution    Probability distribution for a variable before adjusting for empirical evidence on its likely value.,prior distribution,,,Probability distribution for a variable before adjusting for empirical evidence on its likely value.,2013_Bodie.Kane.Marcus_Investments
381,private equity    Investment in a company that is not traded on a stock exchange.,private equity,,,Investment in a company that is not traded on a stock exchange.,2013_Bodie.Kane.Marcus_Investments
382,private placement    Primary offering in which shares are sold directly to a small group of institutional or wealthy investors.,private placement,,,Primary offering in which shares are sold directly to a small group of institutional or wealthy investors.,2013_Bodie.Kane.Marcus_Investments
383,profit margin    See return on sales.,profit margin,,,See return on sales.,2013_Bodie.Kane.Marcus_Investments
384,"program trading    Coordinated buy orders and sell orders of entire portfolios, usually with the aid of computers, often to achieve index arbitrage objectives.",program trading,,,"Coordinated buy orders and sell orders of entire portfolios, usually with the aid of computers, often to achieve index arbitrage objectives.",2013_Bodie.Kane.Marcus_Investments
385,prospect theory    Behavioral (as opposed to rational) model of investor utility. Investor utility depends on changes in wealth rather than levels of wealth.,prospect theory,,,Behavioral (as opposed to rational) model of investor utility. Investor utility depends on changes in wealth rather than levels of wealth.,2013_Bodie.Kane.Marcus_Investments
386,prospectus    A final and approved registration statement including the price at which the security issue is offered.,prospectus,,,A final and approved registration statement including the price at which the security issue is offered.,2013_Bodie.Kane.Marcus_Investments
387,"protective covenant    A provision specifying requirements of collateral, sinking fund, dividend policy, etc., designed to protect the interests of bondholders.",protective covenant,,,"A provision specifying requirements of collateral, sinking fund, dividend policy, etc., designed to protect the interests of bondholders.",2013_Bodie.Kane.Marcus_Investments
388,protective put    Purchase of stock combined with a put option that guarantees minimum proceeds equal to the put's exercise price.,protective put,,,Purchase of stock combined with a put option that guarantees minimum proceeds equal to the put's exercise price.,2013_Bodie.Kane.Marcus_Investments
389,proxy    An instrument empowering an agent to vote in the name of the shareholder.,proxy,,,An instrument empowering an agent to vote in the name of the shareholder.,2013_Bodie.Kane.Marcus_Investments
390,prudent investor rule    An investment manager must act in accord with the actions of a hypothetical prudent investor.,prudent investor rule,,,An investment manager must act in accord with the actions of a hypothetical prudent investor.,2013_Bodie.Kane.Marcus_Investments
391,pseudo-American call option value    The maximum of the value derived by assuming that an option will be held until expiration and the value derived by assuming that the option will be exercised just before an ex-dividend date.,pseudo American call option value,,,The maximum of the value derived by assuming that an option will be held until expiration and the value derived by assuming that the option will be exercised just before an ex-dividend date.,2013_Bodie.Kane.Marcus_Investments
392,"public offering, private placement    A  public offering   consists of bonds sold in the primary market to the general public; a  private placement  is sold directly to a limited  number of institutional investors.","public offering, private placement",,,A public offering  consists of bonds sold in the primary market to the general public; a private placement is sold directly to a limited number of institutional investors.,2013_Bodie.Kane.Marcus_Investments
393,risk-free rate    The interest rate that can be earned with certainty.,risk free rate,,,The interest rate that can be earned with certainty.,2013_Bodie.Kane.Marcus_Investments
394,risk lover    See risk-averse.,risk lover,,,See risk-averse.,2013_Bodie.Kane.Marcus_Investments
395,risk-neutral    See risk-averse.,risk neutral,,,See risk-averse.,2013_Bodie.Kane.Marcus_Investments
396,risk pooling    Investing the portfolio in many risky assets.,risk pooling,,,Investing the portfolio in many risky assets.,2013_Bodie.Kane.Marcus_Investments
397,risk premium    An expected return in excess of that on  risk-free securities. The premium provides compensation for the risk of an investment.,risk premium,,,An expected return in excess of that on risk-free securities. The premium provides compensation for the risk of an investment.,2013_Bodie.Kane.Marcus_Investments
398,risk-return trade-off    Investors must take on greater risk if they want higher expected returns.,risk return trade off,,,Investors must take on greater risk if they want higher expected returns.,2013_Bodie.Kane.Marcus_Investments
399,risk sharing    Sharing the risk of a portfolio of given size among many investors.,risk sharing,,,Sharing the risk of a portfolio of given size among many investors.,2013_Bodie.Kane.Marcus_Investments
400,risky asset    An asset with an uncertain rate of return.,risky asset,,,An asset with an uncertain rate of return.,2013_Bodie.Kane.Marcus_Investments
401,S    scatter diagram    Plot of returns of one security versus returns of another security. Each point represents one pair of returns for a given holding period.,scatter diagram,,,Plot of returns of one security versus returns of another security. Each point represents one pair of returns for a given holding period.,2013_Bodie.Kane.Marcus_Investments
402,seasoned new issue    Stock issued by companies that already have stock on the market.,seasoned new issue,,,Stock issued by companies that already have stock on the market.,2013_Bodie.Kane.Marcus_Investments
403,secondary market    Already existing securities are bought and sold on the exchanges or in the OTC market.,secondary market,,,Already existing securities are bought and sold on the exchanges or in the OTC market.,2013_Bodie.Kane.Marcus_Investments
404,second-pass regression    A cross-sectional regression of portfolio returns on betas. The estimated slope is the  measurement of the reward for bearing systematic risk  during the period.,second pass regression,,,A cross-sectional regression of portfolio returns on betas. The estimated slope is the measurement of the reward for bearing systematic risk during the period.,2013_Bodie.Kane.Marcus_Investments
