ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
122,"Tracking error Indicates the degree to which a manager deviates from index returns. Tracking error is measured by taking the square root of the average of the squared deviations between the investment's returns and the benchmark's returns. A tracking error of 2 percent or less tends to indicate that the portfolio will perform similar to the index. A track- ing error of 3 percent or higher, indicating that the portfolio deviates considerably (either favorably or unfavorably) from its benchmark index, is considered to be more actively managed.",Tracking error,,,"Indicates the degree to which a manager deviates from index returns. Tracking error is measured by taking the square root of the average of the squared deviations between the investment's returns and the benchmark's returns. A tracking error of 2 percent or less tends to indicate that the portfolio will perform similar to the index. A track- ing error of 3 percent or higher, indicating that the portfolio deviates considerably (either favorably or unfavorably) from its benchmark index, is considered to be more actively managed.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
123,"Transparency Literally, the state of being easily detected or seen through, readily understood, or free from pretense or deceit. In investing, it refers to the investor's ability to look through a hedge fund to its invest- ment portfolio to determine compliance with the fund's investment guidelines and risk parameters.",Transparency,,,"Literally, the state of being easily detected or seen through, readily understood, or free from pretense or deceit. In investing, it refers to the investor's ability to look through a hedge fund to its invest- ment portfolio to determine compliance with the fund's investment guidelines and risk parameters.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
124,"Treynor ratio A ratio similar to the Sharpe ratio, except that it uses beta as the volatility measure (to divide the investment's return over the risk- free rate).",Treynor ratio,,,"A ratio similar to the Sharpe ratio, except that it uses beta as the volatility measure (to divide the investment's return over the risk- free rate).",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
125,Up-capture ratio A measure of the investment's compound return when the benchmark was up divided by the benchmark's compound return.,Up capture ratio,,,A measure of the investment's compound return when the benchmark was up divided by the benchmark's compound return.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
126,"Up-percentage ratio (UP %) A measure of the number of periods that the investment outperformed the benchmark when the benchmark was up, divided by the number of periods that the benchmark was up. A high ratio indicates superior performance.",Up percentage ratio,UP %,,"A measure of the number of periods that the investment outperformed the benchmark when the benchmark was up, divided by the number of periods that the benchmark was up. A high ratio indicates superior performance.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
127,"Value An investment strategy based on acquiring out-of-favor securities whose prices do not yet reflect the companies' intrinsic value and/or are “underfollowed” by analysts. Normally asset, cash flow, and book value based are used to assess value.",Value,,,"An investment strategy based on acquiring out-of-favor securities whose prices do not yet reflect the companies' intrinsic value and/or are “underfollowed” by analysts. Normally asset, cash flow, and book value based are used to assess value.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
128,Venture capital An investment in a start-up business that is perceived to have excellent growth prospects but does not have access to capital markets. It is a type of financing sought by companies seeking to grow rapidly and which are willing to exchange cash for equity.,Venture capital,,,An investment in a start-up business that is perceived to have excellent growth prospects but does not have access to capital markets. It is a type of financing sought by companies seeking to grow rapidly and which are willing to exchange cash for equity.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
129,Volatility The measure of the degree of dispersion of returns around the mean. Standard deviation is used as a statistical measure of volatility. Volatility is one of several investment risks.,Volatility,,,The measure of the degree of dispersion of returns around the mean. Standard deviation is used as a statistical measure of volatility. Volatility is one of several investment risks.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
130,"Wilshire 5000 Index An unmanaged, market capitalization-weighted index of approximately 7,000 U.S. equity securities.",Wilshire 5000,,,"Index An unmanaged, market capitalization-weighted index of approximately 7,000 U.S. equity securities.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
131,Within the hedge Describes an equity hedge portfolio in which long posi- tions are matched by equal dollar amounts of short positions.,Within the hedge,,,Describes an equity hedge portfolio in which long posi- tions are matched by equal dollar amounts of short positions.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
132,"Wrap An investor can “wrap” a hedge fund investment with a private placement variable life insurance or annuity contract, eliminating the tax burden that frequently accompanies this style of investing.",Wrap,,,"An investor can “wrap” a hedge fund investment with a private placement variable life insurance or annuity contract, eliminating the tax burden that frequently accompanies this style of investing.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
133,"Year-end VAMI (Value Added Monthly Index) The value that $1,000 invested at inception would be worth at the end of the calendar period.",Year end VAMI,,,"The value that $1,000 invested at inception would be worth at the end of the calendar period.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
134,Yield (internal rate of return) The percentage rate of return paid on an investment in the form of interest or dividends.,Yield,,,The percentage rate of return paid on an investment in the form of interest or dividends.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
