ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
220,"moving average Probably the best known and most versatile technical indica- tor, this is a mathematical procedure in which the sum of a value plus a selected number of previous values is divided by the total number of values. Used to smooth or eliminate the fluctuations in data and to assist in determining when to buy and sell.",moving average,,,"Probably the best known and most versatile technical indica- tor, this is a mathematical procedure in which the sum of a value plus a selected number of previous values is divided by the total number of values. Used to smooth or eliminate the fluctuations in data and to assist in determining when to buy and sell.",Finance - The Options Course - High Profit And Low Stress Trading Methods
221,"moving average convergence/divergence (MACD) This popular lagging indica- tor, also known as the “Mack-D,” represents the difference between two moving averages with differing time periods. One is shorter (commonly 12 days) while the other is longer (commonly 26 days). The shorter one is referred to as the fast line while the longer one is termed the slow line. When a stock is in an uptrend, the fast line will cross over the slow line. If a stock is trending down, the fast line will cross under the slow line.",moving average convergence divergence.,MACD,,"The shorter one is referred to as the fast line while the longer one is termed the slow line. When a stock is in an uptrend, the fast line will cross over the slow line. If a stock is trending down, the fast line will cross under the slow line.",Finance - The Options Course - High Profit And Low Stress Trading Methods
222,"mutual fund An open-end investment company that pools investors' money to invest in a variety of stocks, bonds, or other securities.",mutual fund,,,"An open-end investment company that pools investors' money to invest in a variety of stocks, bonds, or other securities.",Finance - The Options Course - High Profit And Low Stress Trading Methods
223,naked option An option written (sold) without an underlying hedge position.,naked option,,,An option written without an underlying hedge position.,Finance - The Options Course - High Profit And Low Stress Trading Methods
224,naked position A securities position not hedged from market risk.,naked position,,,A securities position not hedged from market risk.,Finance - The Options Course - High Profit And Low Stress Trading Methods
225,narrowing the spread Refers to lessening the gap between the bid and asked prices of a security as a result of bidding and offering.,narrowing the spread,,,Refers to lessening the gap between the bid and asked prices of a security as a result of bidding and offering.,Finance - The Options Course - High Profit And Low Stress Trading Methods
226,"Nasdaq National Association of Securities Dealers Automated Quotations sys- tem is a computerized system that provides brokers and dealers with the ability to trade approximately 3,300 securities over-the-counter. On average, Nasdaq trades more shares than any other exchange.",Nasdaq National,,,"Association of Securities Dealers Automated Quotations sys- tem is a computerized system that provides brokers and dealers with the ability to trade approximately 3,300 securities over-the-counter. On average, Nasdaq trades more shares than any other exchange.",Finance - The Options Course - High Profit And Low Stress Trading Methods
227,near-the-money An option with a strike price close to the current price of the underlying tradable.,near the money,,,An option with a strike price close to the current price of the underlying tradable.,Finance - The Options Course - High Profit And Low Stress Trading Methods
228,"net change The daily change from time frame to time frame—for example, the change from the close of yesterday to the close of today.",net change,,,"The daily change from time frame to time frame—for example, the change from the close of yesterday to the close of today.",Finance - The Options Course - High Profit And Low Stress Trading Methods
229,net profit The overall profit of a trade.,net profit,,,The overall profit of a trade.,Finance - The Options Course - High Profit And Low Stress Trading Methods
230,New York Stock Exchange (NYSE) The trademarked name of the largest and old- est stock exchange in the United States. The NYSE operates as an auction market in which orders are brought to the trading floor for execution.,New York Stock Exchange,NYSE,,The trademarked name of the largest and old- est stock exchange in the United States. The NYSE operates as an auction market in which orders are brought to the trading floor for execution.,Finance - The Options Course - High Profit And Low Stress Trading Methods
231,"note A short-term debt security, usually maturing in five years or less.",note,,,"A short-term debt security, usually maturing in five years or less.",Finance - The Options Course - High Profit And Low Stress Trading Methods
232,"OEX This term, pronounced as three separate letters, is Wall Street shorthand for the Standard & Poor's 100 index.",OEX,,,"This term, pronounced as three separate letters, is Wall Street shorthand for the Standard & Poor's 100 index.",Finance - The Options Course - High Profit And Low Stress Trading Methods
233,offer The lowest price at which a person is willing to sell.,offer,,,The lowest price at which a person is willing to sell.,Finance - The Options Course - High Profit And Low Stress Trading Methods
234,offer down The change of the offer of the market related to a downward price movement at that specific time.,offer down,,,The change of the offer of the market related to a downward price movement at that specific time.,Finance - The Options Course - High Profit And Low Stress Trading Methods
235,off-floor trader A trader who does not trade on the actual floor of an organized futures or stock exchange.,off floor trader,,,A trader who does not trade on the actual floor of an organized futures or stock exchange.,Finance - The Options Course - High Profit And Low Stress Trading Methods
236,"offset To liquidate a futures position by entering an equivalent but opposite transaction. To offset a long position, a sale is made; to offset a short position, a purchase is made.",offset,,,"To liquidate a futures position by entering an equivalent but opposite transaction. To offset a long position, a sale is made; to offset a short position, a purchase is made.",Finance - The Options Course - High Profit And Low Stress Trading Methods
237,on-the-money When the option in question is trading at its exercise price. (Same as at-the-money.),on the money,,,When the option in question is trading at its exercise price.,Finance - The Options Course - High Profit And Low Stress Trading Methods
238,open interest The number of total outstanding contracts for a specific option or futures contract.,open interest,,,The number of total outstanding contracts for a specific option or futures contract.,Finance - The Options Course - High Profit And Low Stress Trading Methods
239,opening The period at the beginning of the trading session at an exchange.,opening,,,The period at the beginning of the trading session at an exchange.,Finance - The Options Course - High Profit And Low Stress Trading Methods
240,opening call A period at the opening of a futures market in which the price for each contract is established by outcry.,opening call,,,A period at the opening of a futures market in which the price for each contract is established by outcry.,Finance - The Options Course - High Profit And Low Stress Trading Methods
241,opening range The range of prices at which the first bids and offers are made or first transactions are completed.,opening range,,,The range of prices at which the first bids and offers are made or first transactions are completed.,Finance - The Options Course - High Profit And Low Stress Trading Methods
242,"open order An order to buy or sell a security at a specified price, valid until exe- cuted or canceled.",open order,,,"An order to buy or sell a security at a specified price, valid until exe- cuted or canceled.",Finance - The Options Course - High Profit And Low Stress Trading Methods
243,open outcry A system of trading where an auction of verbal bids and offers is performed on the trading floor. This method is slowly disappearing as exchanges become automated.,open outcry,,,A system of trading where an auction of verbal bids and offers is performed on the trading floor. This method is slowly disappearing as exchanges become automated.,Finance - The Options Course - High Profit And Low Stress Trading Methods
244,open trade A current trade that is still held active in a customer's account.,open trade,,,A current trade that is still held active in a customer's account.,Finance - The Options Course - High Profit And Low Stress Trading Methods
245,opportunity costs The theoretical cost of using capital for one investment ver- sus another.,opportunity costs,,,The theoretical cost of using capital for one investment ver- sus another.,Finance - The Options Course - High Profit And Low Stress Trading Methods
246,"option A security that represents the right, but not the obligation, to buy or sell a specified amount of an underlying security (stock, bond, futures contract, etc.) at a specified price within a specified time.",option,,,"A security that represents the right, but not the obligation, to buy or sell a specified amount of an underlying security at a specified price within a specified time.",Finance - The Options Course - High Profit And Low Stress Trading Methods
247,option holder The buyer of either a call or a put option.,option holder,,,The buyer of either a call or a put option.,Finance - The Options Course - High Profit And Low Stress Trading Methods
248,option premium The price of an option.,option premium,,,The price of an option.,Finance - The Options Course - High Profit And Low Stress Trading Methods
249,option writer The seller of either a call or a put option.,option writer,,,The seller of either a call or a put option.,Finance - The Options Course - High Profit And Low Stress Trading Methods
250,order A ticket or voucher representing long or short securities or options.,order,,,A ticket or voucher representing long or short securities or options.,Finance - The Options Course - High Profit And Low Stress Trading Methods
251,order flow The volume of orders being bought or sold on the exchanges.,order flow,,,The volume of orders being bought or sold on the exchanges.,Finance - The Options Course - High Profit And Low Stress Trading Methods
252,"oscillators Technical indicators that focus on a variety of chart data, including price and volume. Oscillators provide insight on trending markets and are most closely associated with determining overbought and oversold conditions. Upper and lower fixed bands are incorporated into an oscillator graph, and these bands warn of extreme market conditions. Oscillators are also useful in sideways- trending markets since certain oscillators will lead the price action and provide clues about a potential move from the sideways pattern, as well as the direction of that move. Oscillator movement relative to a midpoint line can provide trading alerts and signals.",oscillators,,,"Technical indicators that focus on a variety of chart data, including price and volume. Oscillators provide insight on trending markets and are most closely associated with determining overbought and oversold conditions. Upper and lower fixed bands are incorporated into an oscillator graph, and these bands warn of extreme market conditions. Oscillators are also useful in sideways- trending markets since certain oscillators will lead the price action and provide clues about a potential move from the sideways pattern, as well as the direction of that move. Oscillator movement relative to a midpoint line can provide trading alerts and signals.",Finance - The Options Course - High Profit And Low Stress Trading Methods
253,out-of-the-money (OTM) When an options exercise price has no intrinsic value.,out of the money,OTM,,When an options exercise price has no intrinsic value.,Finance - The Options Course - High Profit And Low Stress Trading Methods
254,out-of-the-money (OTM) option A call option is out-of-the-money if its exercise or strike price is above the current market price of the underlying security. A put option is out-of-the-money if its exercise or strike price is below the current mar- ket price of the underlying security.,out of the money option,,,A call option is out-of-the-money if its exercise or strike price is above the current market price of the underlying security. A put option is out-of-the-money if its exercise or strike price is below the current mar- ket price of the underlying security.,Finance - The Options Course - High Profit And Low Stress Trading Methods
255,overbought A term used to describe a security or option in which more and stronger buying has occurred than the fundamentals justify.,overbought,,,A term used to describe a security or option in which more and stronger buying has occurred than the fundamentals justify.,Finance - The Options Course - High Profit And Low Stress Trading Methods
256,oversold A technical term used to describe a market or security in which more and stronger selling has occurred than the fundamentals justify.,oversold,,,A technical term used to describe a market or security in which more and stronger selling has occurred than the fundamentals justify.,Finance - The Options Course - High Profit And Low Stress Trading Methods
257,"paper trading Simulating a trade without actually putting up the money, for the purpose of gaining additional trading experience.",paper trading,,,"Simulating a trade without actually putting up the money, for the purpose of gaining additional trading experience.",Finance - The Options Course - High Profit And Low Stress Trading Methods
258,"par The stated or nominal value of a bond (typically $1,000) that is paid to the bondholder at maturity.",par,,,The stated or nominal value of a bond that is paid to the bondholder at maturity.,Finance - The Options Course - High Profit And Low Stress Trading Methods
259,perceived risk The theoretical risk of a trade in a specific time frame.,perceived risk,,,The theoretical risk of a trade in a specific time frame.,Finance - The Options Course - High Profit And Low Stress Trading Methods
260,performance-based A system of compensation in which a broker receives fees based on performance in the marketplace.,performance based,,,A system of compensation in which a broker receives fees based on performance in the marketplace.,Finance - The Options Course - High Profit And Low Stress Trading Methods
261,"points In the case of shares, one point indicates $1 per share. For bonds, one point means 1 percent of par value. Commodities differ from market to market.",points,,,"In the case of shares, one point indicates $1 per share. For bonds, one point means 1 percent of par value. Commodities differ from market to market.",Finance - The Options Course - High Profit And Low Stress Trading Methods
262,"point spread The price movement required for a security to go from one full point level to another (e.g., for a stock to go up or down $1).",point spread,,,The price movement required for a security to go from one full point level to another.,Finance - The Options Course - High Profit And Low Stress Trading Methods
263,position The total of a trader's open contracts.,position,,,The total of a trader's open contracts.,Finance - The Options Course - High Profit And Low Stress Trading Methods
264,position delta The sum of all positive and negative deltas in a hedged position.,position delta,,,The sum of all positive and negative deltas in a hedged position.,Finance - The Options Course - High Profit And Low Stress Trading Methods
265,position limit The maximum number of open contracts in a single underlying instrument.,position limit,,,The maximum number of open contracts in a single underlying instrument.,Finance - The Options Course - High Profit And Low Stress Trading Methods
266,premium The amount of cash that an option buyer pays to an option seller.,premium,,,The amount of cash that an option buyer pays to an option seller.,Finance - The Options Course - High Profit And Low Stress Trading Methods
267,price Price of a share of common stock on the date shown. Highs and lows are based on the highest and lowest intraday trading prices.,price,,,Price of a share of common stock on the date shown. Highs and lows are based on the highest and lowest intraday trading prices.,Finance - The Options Course - High Profit And Low Stress Trading Methods
268,price-earnings (P/E) ratio A technical analysis tool for comparing the prices of different common stocks by assessing how much the market is willing to pay for a share of each corporation's earnings. P/E is calculated by dividing the current mar- ket price of a stock by the earnings per share.,price earnings ratio,,,A technical analysis tool for comparing the prices of different common stocks by assessing how much the market is willing to pay for a share of each corporation's earnings. P/E is calculated by dividing the current mar- ket price of a stock by the earnings per share.,Finance - The Options Course - High Profit And Low Stress Trading Methods
269,principal The initial purchase price of a bond on which interest is earned.,principal,,,The initial purchase price of a bond on which interest is earned.,Finance - The Options Course - High Profit And Low Stress Trading Methods
270,private company A company that issues private stock and is not publicly traded.,private company,,,A company that issues private stock and is not publicly traded.,Finance - The Options Course - High Profit And Low Stress Trading Methods
271,public company A company that issues shares of stock to be traded on the pub- lic market.,public company,,,A company that issues shares of stock to be traded on the pub- lic market.,Finance - The Options Course - High Profit And Low Stress Trading Methods
272,"put option An option contract giving the owner the right, but not the obligation, to sell a specified amount of an underlying security at a specified price within a specified time. The put option buyer hopes the price of the shares will drop by a specific date, while the put option seller (writer) hopes that by the specified date the price of the shares will rise, remain stable, or drop by an amount less than the seller's profit on the premium.",put option,,,"An option contract giving the owner the right, but not the obligation, to sell a specified amount of an underlying security at a specified price within a specified time. The put option buyer hopes the price of the shares will drop by a specific date, while the put option seller hopes that by the specified date the price of the shares will rise, remain stable, or drop by an amount less than the seller's profit on the premium.",Finance - The Options Course - High Profit And Low Stress Trading Methods
273,"quickie An order that must be filled as soon as it reaches the trading floor at the price specified, or be canceled immediately.",quickie,,,"An order that must be filled as soon as it reaches the trading floor at the price specified, or be canceled immediately.",Finance - The Options Course - High Profit And Low Stress Trading Methods
274,quotation or quote The price being offered or bid by a market maker or broker- dealer for a particular security.,quotation or quote,,,The price being offered or bid by a market maker or broker- dealer for a particular security.,Finance - The Options Course - High Profit And Low Stress Trading Methods
275,quoted price Refers to the price at which the last sale and purchase of a particu- lar security or commodity took place.,quoted price,,,Refers to the price at which the last sale and purchase of a particu- lar security or commodity took place.,Finance - The Options Course - High Profit And Low Stress Trading Methods
276,rally A brisk rise in the general price level of the market or an individual security.,rally,,,A brisk rise in the general price level of the market or an individual security.,Finance - The Options Course - High Profit And Low Stress Trading Methods
277,"ratio backspread A delta neutral spread where an uneven amount of contracts are bought and sold with a ratio less than 2 to 3. Optimally, a backspread is placed at even or for a net credit.",ratio backspread,,,"A delta neutral spread where an uneven amount of contracts are bought and sold with a ratio less than 2 to 3. Optimally, a backspread is placed at even or for a net credit.",Finance - The Options Course - High Profit And Low Stress Trading Methods
278,ratio call spread A bearish or stable strategy in which a trader sells two higher strike calls and buys one lower strike call. This strategy offers unlimited risk and limited profit potential.,ratio call spread,,,A bearish or stable strategy in which a trader sells two higher strike calls and buys one lower strike call. This strategy offers unlimited risk and limited profit potential.,Finance - The Options Course - High Profit And Low Stress Trading Methods
279,ratio put spread A bullish or stable strategy in which a trader buys one higher- strike put and sells two lower-strike puts. This strategy offers unlimited risk and limited profit potential.,ratio put spread,,,A bullish or stable strategy in which a trader buys one higher- strike put and sells two lower-strike puts. This strategy offers unlimited risk and limited profit potential.,Finance - The Options Course - High Profit And Low Stress Trading Methods
280,real-time quotes Data received from a quote service as the prices change.,real time quotes,,,Data received from a quote service as the prices change.,Finance - The Options Course - High Profit And Low Stress Trading Methods
281,relative strength A stock's price movement over the past year as compared to a market index.,relative strength,,,A stock's price movement over the past year as compared to a market index.,Finance - The Options Course - High Profit And Low Stress Trading Methods
282,"Relative Strength Index (RSI) Developed by Welles Wilder, this oscillator  is used to measure the strength of a security's recent price relative to less re- cent price moves it has completed. It is often used to identify price tops and bottoms.",Relative Strength Index,RSI,,"Developed by Welles Wilder, this oscillator  is used to measure the strength of a security's recent price relative to less re- cent price moves it has completed. It is often used to identify price tops and bottoms.",Finance - The Options Course - High Profit And Low Stress Trading Methods
283,resistance A price level the market has a hard time breaking through to the upside.,resistance,,,A price level the market has a hard time breaking through to the upside.,Finance - The Options Course - High Profit And Low Stress Trading Methods
284,"retracement The amount in which a market move is corrected. A retracement is usually expressed in percentage terms, so if the original move was 60 points and a 30-point correction occurred, we would say there was a 50 percent retracement of the original move (30/60).",retracement,,,"The amount in which a market move is corrected. A retracement is usually expressed in percentage terms, so if the original move was 60 points and a 30-point correction occurred, we would say there was a 50 percent retracement of the original move.",Finance - The Options Course - High Profit And Low Stress Trading Methods
285,"return on investment The income profit made on an investment, calculated by dividing the net gain or loss by the total cost of the investment.",return on investment,,,"The income profit made on an investment, calculated by dividing the net gain or loss by the total cost of the investment.",Finance - The Options Course - High Profit And Low Stress Trading Methods
286,"reversal stop A stop that, when hit, is a signal to reverse the current trading po- sition (i.e., from long to short); also known as stop and reverse.",reversal stop,,,"A stop that, when hit, is a signal to reverse the current trading po- sition; also known as stop and reverse.",Finance - The Options Course - High Profit And Low Stress Trading Methods
287,rich Priced higher than expected.,rich,,,Priced higher than expected.,Finance - The Options Course - High Profit And Low Stress Trading Methods
288,risk The potential financial loss inherent in the investment.,risk,,,The potential financial loss inherent in the investment.,Finance - The Options Course - High Profit And Low Stress Trading Methods
289,risk graph A graphic representation of risk and reward on a given trade as prices change.,risk graph,,,A graphic representation of risk and reward on a given trade as prices change.,Finance - The Options Course - High Profit And Low Stress Trading Methods
290,risk manager A person who manages risk of trades in a portfolio by hedging the trades.,risk manager,,,A person who manages risk of trades in a portfolio by hedging the trades.,Finance - The Options Course - High Profit And Low Stress Trading Methods
291,risk profile A graphic determination of risk on a trade. This would include the profit and loss of a trade at any given point for any given time frame.,risk profile,,,A graphic determination of risk on a trade. This would include the profit and loss of a trade at any given point for any given time frame.,Finance - The Options Course - High Profit And Low Stress Trading Methods
292,risk-to-reward ratio The mathematical relationship between the maximum po- tential risk and maximum potential reward of a trade.,risk to reward ratio,,,The mathematical relationship between the maximum po- tential risk and maximum potential reward of a trade.,Finance - The Options Course - High Profit And Low Stress Trading Methods
293,round turn Procedure by which a long or short position is offset by an opposite transaction.,round turn,,,Procedure by which a long or short position is offset by an opposite transaction.,Finance - The Options Course - High Profit And Low Stress Trading Methods
294,"running stops When quoted, floor traders use these to move the market. When stops are bunched together, traders may move the market in order to activate stop orders and propel the market further.",running stops,,,"When quoted, floor traders use these to move the market. When stops are bunched together, traders may move the market in order to activate stop orders and propel the market further.",Finance - The Options Course - High Profit And Low Stress Trading Methods
295,seasonal market A market with a consistent but short-lived rise or drop in mar- ket activity due to predictable changes in climate or calendar.,seasonal market,,,A market with a consistent but short-lived rise or drop in mar- ket activity due to predictable changes in climate or calendar.,Finance - The Options Course - High Profit And Low Stress Trading Methods
296,seat The traditional term for membership in a stock or futures exchange.,seat,,,The traditional term for membership in a stock or futures exchange.,Finance - The Options Course - High Profit And Low Stress Trading Methods
297,"securities and commodities exchanges Organized exchanges where securities, options, and futures contracts are traded.",securities and commodities exchanges,,,"Organized exchanges where securities, options, and futures contracts are traded.",Finance - The Options Course - High Profit And Low Stress Trading Methods
298,Securities and Exchange Commission (SEC) Commission created by Congress to regulate the securities markets and protect investors.,Securities and,,,Exchange Commission Commission created by Congress to regulate the securities markets and protect investors.,Finance - The Options Course - High Profit And Low Stress Trading Methods
299,"security A trading instrument such as a stock, bond, and short-term investment.",security,,,"A trading instrument such as a stock, bond, and short-term investment.",Finance - The Options Course - High Profit And Low Stress Trading Methods
300,"selling short The practice of borrowing a stock, future, or option from a broker and selling it because the investor forecasts that the price of a stock is going down. Same as short selling.",selling short,,,"The practice of borrowing a stock, future, or option from a broker and selling it because the investor forecasts that the price of a stock is going down. Same as short selling.",Finance - The Options Course - High Profit And Low Stress Trading Methods
301,sentiment analysis An attempt to gauge investor sentiment by analyzing the subconscious of the marketplace through the use of specific psychological mar- ket criteria.,sentiment analysis,,,An attempt to gauge investor sentiment by analyzing the subconscious of the marketplace through the use of specific psychological mar- ket criteria.,Finance - The Options Course - High Profit And Low Stress Trading Methods
302,shares Certificates representing ownership of stock in a corporation or company.,shares,,,Certificates representing ownership of stock in a corporation or company.,Finance - The Options Course - High Profit And Low Stress Trading Methods
303,"short The selling of a security, contract, commodity, or option not owned by the seller.",short,,,"The selling of a security, contract, commodity, or option not owned by the seller.",Finance - The Options Course - High Profit And Low Stress Trading Methods
304,short premium Expectation that a move of the underlying asset in either direc- tion will result in a theoretical decrease of the value of an option.,short premium,,,Expectation that a move of the underlying asset in either direc- tion will result in a theoretical decrease of the value of an option.,Finance - The Options Course - High Profit And Low Stress Trading Methods
305,short selling The sale of shares or futures that a seller does not currently own. The seller borrows them (usually from a broker) and sells them with the intent to replace what he or she has sold through later repurchase in the market at a lower price. Same as selling short.,short selling,,,The sale of shares or futures that a seller does not currently own. The seller borrows them and sells them with the intent to replace what he or she has sold through later repurchase in the market at a lower price. Same as selling short.,Finance - The Options Course - High Profit And Low Stress Trading Methods
306,"single-stock futures (SSF) An agreement between two parties that commits one party to buy a stock and one party to sell a stock at a given price and on a specified date. They are similar to existing futures contracts for gold, crude oil, bonds, and stock indexes. Unlike actual stock, there is no ownership or voting rights con- tained in an SSF.",single stock futures,SSF,,"An agreement between two parties that commits one party to buy a stock and one party to sell a stock at a given price and on a specified date. They are similar to existing futures contracts for gold, crude oil, bonds, and stock indexes. Unlike actual stock, there is no ownership or voting rights con- tained in an SSF.",Finance - The Options Course - High Profit And Low Stress Trading Methods
307,"slippage The cost of the trade that is lost due to commissions and because of the spread between the bid price and ask price. Traders try to keep slippage to a min- imum, which can be done by using brokerage firms with low commissions and by sometimes placing orders between the bid and ask price.",slippage,,,"The cost of the trade that is lost due to commissions and because of the spread between the bid price and ask price. Traders try to keep slippage to a min- imum, which can be done by using brokerage firms with low commissions and by sometimes placing orders between the bid and ask price.",Finance - The Options Course - High Profit And Low Stress Trading Methods
308,"small-cap stocks Up-and-comer companies that offer big rewards and higher risks. They tend to cost less than mid-caps and have lower liquidity. However, small amounts of media coverage can prompt big gains.",small cap stocks,,,"Up-and-comer companies that offer big rewards and higher risks. They tend to cost less than mid-caps and have lower liquidity. However, small amounts of media coverage can prompt big gains.",Finance - The Options Course - High Profit And Low Stress Trading Methods
309,"smoothing In trading, a mathematical technique that removes excess data in or- der to maintain a correct evaluation of the underlying trend.",smoothing,,,"In trading, a mathematical technique that removes excess data in or- der to maintain a correct evaluation of the underlying trend.",Finance - The Options Course - High Profit And Low Stress Trading Methods
310,specialist A member of the securities exchange who is a market maker trader on the exchange floor assigned to fill bids/orders in a specific stock out of his or her own account.,specialist,,,A member of the securities exchange who is a market maker trader on the exchange floor assigned to fill bids/orders in a specific stock out of his or her own account.,Finance - The Options Course - High Profit And Low Stress Trading Methods
311,speculator A trader who hopes to profit from a directional move in the underly- ing instrument. The speculator has no interest in making or taking delivery.,speculator,,,A trader who hopes to profit from a directional move in the underly- ing instrument. The speculator has no interest in making or taking delivery.,Finance - The Options Course - High Profit And Low Stress Trading Methods
312,spike A sharp price rise in one or two days indicating the time for an immedi- ate sale.,spike,,,A sharp price rise in one or two days indicating the time for an immedi- ate sale.,Finance - The Options Course - High Profit And Low Stress Trading Methods
313,spread (1) The difference between the bid and the ask prices of a security.,spread,,,The difference between the bid and the ask prices of a security.,Finance - The Options Course - High Profit And Low Stress Trading Methods
315,Standard & Poor's Corporation (S&P) A company that rates stocks and corpo- rate and municipal bonds according to risk profiles and that produces and tracks the S&P indexes.,Standard & Poor's Corporation,S&P,,A company that rates stocks and corpo- rate and municipal bonds according to risk profiles and that produces and tracks the S&P indexes.,Finance - The Options Course - High Profit And Low Stress Trading Methods
316,"stochastic indicator An indicator based on the observation that as prices in- crease, closing prices tend to accumulate ever closer to the highs for the pe- riod. Its goal is to identify where the price closes relative to the high and low for the day.",stochastic indicator,,,"An indicator based on the observation that as prices in- crease, closing prices tend to accumulate ever closer to the highs for the pe- riod. Its goal is to identify where the price closes relative to the high and low for the day.",Finance - The Options Course - High Profit And Low Stress Trading Methods
317,stock A share of a company's stock translates into ownership of part of the company.,stock,,,A share of a company's stock translates into ownership of part of the company.,Finance - The Options Course - High Profit And Low Stress Trading Methods
318,stock exchange or stock market An organized marketplace where buyers and sellers are brought together to buy and sell stocks.,stock exchange or stock market,,,An organized marketplace where buyers and sellers are brought together to buy and sell stocks.,Finance - The Options Course - High Profit And Low Stress Trading Methods
319,stock split An increase in the number of a stock's shares that results in decreas- ing the par value of each share.,stock split,,,An increase in the number of a stock's shares that results in decreas- ing the par value of each share.,Finance - The Options Course - High Profit And Low Stress Trading Methods
320,stops Buy stops are orders that are placed at a specified price over the current price of the market. Sell stops are orders that are placed with a specified price be- low the current price.,stops,,,Buy stops are orders that are placed at a specified price over the current price of the market. Sell stops are orders that are placed with a specified price be- low the current price.,Finance - The Options Course - High Profit And Low Stress Trading Methods
321,"straddle A position consisting of a long (or short) ATM call and a long (or short) ATM put, where both options have the same strike price and expiration date.",straddle,,,"A position consisting of a long ATM put, where both options have the same strike price and expiration date.",Finance - The Options Course - High Profit And Low Stress Trading Methods
322,"strangle A position consisting of a long (or short) call and a long (or short) put where both options have the same underlying asset and the same expiration date, but different strike prices. Most strangles involve OTM options.",strangle,,,"A position consisting of a long put where both options have the same underlying asset and the same expiration date, but different strike prices. Most strangles involve OTM options.",Finance - The Options Course - High Profit And Low Stress Trading Methods
323,strike price A price at which the stock or commodity underlying a call or put op- tion can be purchased (call) or sold (put) over the specified period. (Same as exer- cise price.),strike price,,,A price at which the stock or commodity underlying a call or put op- tion can be purchased,Finance - The Options Course - High Profit And Low Stress Trading Methods
324,support A historical price level at which falling prices have stopped falling and either moved sideways or reversed direction.,support,,,A historical price level at which falling prices have stopped falling and either moved sideways or reversed direction.,Finance - The Options Course - High Profit And Low Stress Trading Methods
325,swings The measurement of price movement between extreme highs and lows.,swings,,,The measurement of price movement between extreme highs and lows.,Finance - The Options Course - High Profit And Low Stress Trading Methods
326,synthetic long call A long put and a long stock or future.,synthetic long call,,,A long put and a long stock or future.,Finance - The Options Course - High Profit And Low Stress Trading Methods
327,synthetic long put A long call and a short stock or future.,synthetic long put,,,A long call and a short stock or future.,Finance - The Options Course - High Profit And Low Stress Trading Methods
328,synthetic long stock A short put and a long call.,synthetic long stock,,,A short put and a long call.,Finance - The Options Course - High Profit And Low Stress Trading Methods
329,synthetic short call A short put and a short stock or future.,synthetic short call,,,A short put and a short stock or future.,Finance - The Options Course - High Profit And Low Stress Trading Methods
330,synthetic short put A short call and a long stock or future.,synthetic short put,,,A short call and a long stock or future.,Finance - The Options Course - High Profit And Low Stress Trading Methods
331,synthetic short stock A short call and a long put.,synthetic short stock,,,A short call and a long put.,Finance - The Options Course - High Profit And Low Stress Trading Methods
332,synthetic straddle Futures and options combined to create a delta neutral trade.,synthetic straddle,,,Futures and options combined to create a delta neutral trade.,Finance - The Options Course - High Profit And Low Stress Trading Methods
333,synthetic underlying A long (or short) call together with a short (or long) put.,synthetic underlying,,,A long put.,Finance - The Options Course - High Profit And Low Stress Trading Methods
334,"technical analysis A method of evaluating securities and commodities by ana- lyzing statistics generated by market activity, such as past prices, volume, momen- tum, and stochastics.",technical analysis,,,"A method of evaluating securities and commodities by ana- lyzing statistics generated by market activity, such as past prices, volume, momen- tum, and stochastics.",Finance - The Options Course - High Profit And Low Stress Trading Methods
335,theoretical value An option value generated by a mathematical option pricing model to determine what an option is really worth.,theoretical value,,,An option value generated by a mathematical option pricing model to determine what an option is really worth.,Finance - The Options Course - High Profit And Low Stress Trading Methods
336,theta The Greek measurement of the time decay of an option.,theta,,,The Greek measurement of the time decay of an option.,Finance - The Options Course - High Profit And Low Stress Trading Methods
337,"tick A minimum upward or downward movement in the price of a security. For example, bond futures trade in 32nds, while most stocks trade in 8ths.",tick,,,"A minimum upward or downward movement in the price of a security. For example, bond futures trade in 32nds, while most stocks trade in 8ths.",Finance - The Options Course - High Profit And Low Stress Trading Methods
338,time decay The amount of time premium movement within a certain time frame on an option due to the passage of time in relation to the expiration of the option itself.,time decay,,,The amount of time premium movement within a certain time frame on an option due to the passage of time in relation to the expiration of the option itself.,Finance - The Options Course - High Profit And Low Stress Trading Methods
339,time premium The additional value of an option due to the volatility of the mar- ket and the time remaining until expiration.,time premium,,,The additional value of an option due to the volatility of the mar- ket and the time remaining until expiration.,Finance - The Options Course - High Profit And Low Stress Trading Methods
340,"time value The amount by which the current market price of a right, warrant, or option exceeds its intrinsic value. (Same as extrinsic value.)",time value,,,"The amount by which the current market price of a right, warrant, or option exceeds its intrinsic value.",Finance - The Options Course - High Profit And Low Stress Trading Methods
341,trader A client who buys and sells frequently with the objective of short-term profit.,trader,,,A client who buys and sells frequently with the objective of short-term profit.,Finance - The Options Course - High Profit And Low Stress Trading Methods
342,trading account An account opened with a brokerage firm from which to place trades.,trading account,,,An account opened with a brokerage firm from which to place trades.,Finance - The Options Course - High Profit And Low Stress Trading Methods
343,Treasury bill (T-bill) A short-term U.S. government security with a maturity of no more than a year.,Treasury bill,T-bill,,A short-term U.S. government security with a maturity of no more than a year.,Finance - The Options Course - High Profit And Low Stress Trading Methods
