ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
263,Hedger An individual who enters into hedging trades. ,Hedger,,,An individual who enters into hedging trades.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
264,Hedge Ratio The ratio of the size of a position in a hedging instrument to the size of the position being hedged. ,Hedge Ratio,,,The ratio of the size of a position in a hedging instrument to the size of the position being hedged.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
265,Historical Simulation A simulation based on historical data. ,Historical Simulation,,,A simulation based on historical data.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
266,Historical Volatility A volatility estimated from historical data. ,Historical Volatility,,,A volatility estimated from historical data.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
267,Holiday Calendar Calendar defining which days are holidays for the purposes of determining payment dates in a swap. ,Holiday Calendar,,,Calendar defining which days are holidays for the purposes of determining payment dates in a swap.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
268,"IMM Dates Third Wednesday in March, June, September, and December. ",IMM Dates,,,"Third Wednesday in March , June , September , and December.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
269,Implicit Finite Difference Method A method for valuing a derivative by solving the underlying differential equation. The value of the derivative at time tþt is related to three values at time t. ,Implicit Finite Difference Method,,,A method for valuing a derivative by solving the underlying differential equation. The value of the derivative at time tþt is related to three values at time t.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
270,Implied Correlation Correlation number implied from the price of a credit derivative using the Gaussian copula or similar model. ,Implied Correlation,,,Correlation number implied from the price of a credit derivative using the Gaussian copula or similar model.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
271,Implied Distribution A distribution for a future asset price implied from option prices. ,Implied Distribution,,,A distribution for a future asset price implied from option prices.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
272,Implied Dividend Yield Dividend yield estimated using put-call parity from the prices of calls and puts with the same strike price and time to maturity. ,Implied Dividend Yield,,,Dividend yield estimated using put-call parity from the prices of calls and puts with the same strike price and time to maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
273,Implied Tree A tree describing the movements of an asset price that is constructed to be consistent with observed option prices. ,Implied Tree,,,A tree describing the movements of an asset price that is constructed to be consistent with observed option prices.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
274,Implied Volatility Volatility implied from an option price using the Black-Scholes or a similar model. ,Implied Volatility,,,Volatility implied from an option price using the Black-Scholes or a similar model.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
275,Implied Volatility Function (IVF) Model Model designed so that it matches the market prices of all European options. ,Implied Volatility Function,IVF,,Model designed so that it matches the market prices of all European options.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
276,Inception Profit Profit created by selling a derivative for more than its theoretical value. ,Inception Profit,,,Profit created by selling a derivative for more than its theoretical value.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
277,Index Amortizing Swap See indexed principal swap. ,Index Amortizing Swap,,,See indexed principal swap.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
278,Index Arbitrage An arbitrage involving a position in the stocks comprising a stock index and a position in a futures contract on the stock index. ,Index Arbitrage,,,An arbitrage involving a position in the stocks comprising a stock index and a position in a futures contract on the stock index.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
279,Index Futures A futures contract on a stock index or other index. ,Index Futures,,,A futures contract on a stock index or other index.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
280,Index Option An option contract on a stock index or other index. ,Index Option,,,An option contract on a stock index or other index.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
281,Indexed Principal Swap A swap where the principal declines over time. The reduction in the principal on a payment date depends on the level of interest rates. ,Indexed Principal Swap,,,A swap where the principal declines over time. The reduction in the principal on a payment date depends on the level of interest rates.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
282,Initial Margin The cash required from a futures trader at the time of the trade. ,Initial Margin,,,The cash required from a futures trader at the time of the trade.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
283,Instantaneous Forward Rate Forward rate for a very short period of time in the future. ,Instantaneous Forward Rate,,,Forward rate for a very short period of time in the future.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
284,Interest Rate Cap An option that provides a payoff when a specified interest rate is above a certain level. The interest rate is a floating rate that is reset periodically. ,Interest Rate Cap,,,An option that provides a payoff when a specified interest rate is above a certain level. The interest rate is a floating rate that is reset periodically.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
285,Interest Rate Collar A combination of an interest-rate cap and an interest rate floor. ,Interest Rate Collar,,,A combination of an interest-rate cap and an interest rate floor.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
286,Interest Rate Derivative A derivative whose payoffs are dependent on future interest rates. ,Interest Rate Derivative,,,A derivative whose payoffs are dependent on future interest rates.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
287,Interest Rate Floor An option that provides a payoff when an interest rate is below a certain level. The interest rate is a floating rate that is reset periodically. ,Interest Rate Floor,,,An option that provides a payoff when an interest rate is below a certain level. The interest rate is a floating rate that is reset periodically.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
288,Interest Rate Option An option where the payoff is dependent on the level of interest rates. ,Interest Rate Option,,,An option where the payoff is dependent on the level of interest rates.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
289,Interest Rate Swap An exchange of a fixed rate of interest on a certain notional principal for a floating rate of interest on the same notional principal. ,Interest Rate Swap,,,An exchange of a fixed rate of interest on a certain notional principal for a floating rate of interest on the same notional principal.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
290,International Swaps and Derivatives Association Trade Association for over-the- counter derivatives and developer of master agreements used in over-the-counter contracts. ,International,,,Swaps and Derivatives Association Trade Association for over-the- counter derivatives and developer of master agreements used in over-the-counter contracts.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
291,In-the-Money Option Either (a) a call option where the asset price is greater than the strike price or (b) a put option where the asset price is less than the strike price. ,In-the-Money Option Either,,,(a) a call option where the asset price is greater than the strike price or (b) a put option where the asset price is less than the strike price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
292,"Intrinsic Value For a call option, this is the greater of the excess of the asset price over the strike price and zero. For a put option, it is the greater of the excess of the strike price over the asset price and zero. ",Intrinsic Value,,,"For a call option , this is the greater of the excess of the asset price over the strike price and zero. For a put option , it is the greater of the excess of the strike price over the asset price and zero.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
293,Inverted Market A market where futures prices decrease with maturity. ,Inverted Market,,,A market where futures prices decrease with maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
294,Investment Asset An asset held by at least some individuals for investment purposes. ,Investment Asset,,,An asset held by at least some individuals for investment purposes.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
295,IO Interest Only. A mortgage-backed security where the holder receives only interest cash flows on the underlying mortgage pool. ,IO Interest Only.,,,A mortgage-backed security where the holder receives only interest cash flows on the underlying mortgage pool.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
296,ISDA See International Swaps and Derivatives Association. ,ISDA,,,See International Swaps and Derivatives Association.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
297,Ito Process A stochastic process where the change in a variable during each short period of time of length t has a normal distribution. The mean and variance of the distribution are proportional to t and are not necessarily constant. ,Ito Process,,,A stochastic process where the change in a variable during each short period of time of length t has a normal distribution. The mean and variance of the distribution are proportional to t and are not necessarily constant.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
298,Ito's Lemma A result that enables the stochastic process for a function of a variable to be calculated from the stochastic process for the variable itself. ,Ito's Lemma,,,A result that enables the stochastic process for a function of a variable to be calculated from the stochastic process for the variable itself.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
299,ITraxx Europe Portfolio of 125 investment-grade European companies. ,ITraxx Europe,,,Portfolio of 125 investment-grade European companies.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
300,Jump-Diffusion Model Model where asset price has jumps superimposed on to a diffusion process such as geometric Brownian motion. ,Jump-Diffusion Model,,,Model where asset price has jumps superimposed on to a diffusion process such as geometric Brownian motion.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
301,Jump Process Stochastic process for a variable involving jumps in the value of the variable. ,Jump Process,,,Stochastic process for a variable involving jumps in the value of the variable.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
302,Kurtosis A measure of the fatness of the tails of a distribution. ,Kurtosis,,,A measure of the fatness of the tails of a distribution.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
303,LEAPS Long-term equity anticipation securities. These are relatively long-term options on individual stocks or stock indices. ,LEAPS,,,Long-term equity anticipation securities. These are relatively long-term options on individual stocks or stock indices.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
304,"LIBID London interbank bid rate. The rate bid by banks on Eurocurrency deposits (i.e., the rate at which a bank is willing to borrow from other banks). ",LIBID,,,"London interbank bid rate. The rate bid by banks on Eurocurrency deposits (i.e. , the rate at which a bank is willing to borrow from other banks).","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
305,"LIBOR London interbank offered rate. The rate offered by banks on Eurocurrency deposits (i.e., the rate at which a bank is willing to lend to other banks). ",LIBOR,,,"London interbank offered rate. The rate offered by banks on Eurocurrency deposits (i.e. , the rate at which a bank is willing to lend to other banks).","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
306,LIBOR Curve LIBOR zero-coupon interest rates as a function of maturity. ,LIBOR Curve,,,LIBOR zero-coupon interest rates as a function of maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
307,LIBOR-in-Arrears Swap Swap where the interest paid on a date is determined by the interest rate observed on that date (not by the interest rate observed on the previous payment date). ,LIBOR-in-Arrears Swap,,,Swap where the interest paid on a date is determined by the interest rate observed on that date (not by the interest rate observed on the previous payment date).,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
308,LIBOR-OIS Spread Difference between LIBOR rate and OIS rate for a certain maturity. ,LIBOR-OIS Spread,,,Difference between LIBOR rate and OIS rate for a certain maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
309,Limit Move The maximum price move permitted by the exchange in a single trading session. ,Limit Move,,,The maximum price move permitted by the exchange in a single trading session.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
310,Limit Order An order that can be executed only at a specified price or one more favorable to the investor. ,Limit Order,,,An order that can be executed only at a specified price or one more favorable to the investor.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
311,Liquidity Preference Theory A theory leading to the conclusion that forward interest rates are above expected future spot interest rates. ,Liquidity Preference Theory,,,A theory leading to the conclusion that forward interest rates are above expected future spot interest rates.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
312,Liquidity Premium The amount that forward interest rates exceed expected future spot interest rates. ,Liquidity Premium,,,The amount that forward interest rates exceed expected future spot interest rates.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
313,"Liquidity Risk Risk that it will not be possible to sell a holding of a particular instrument at its theoretical price. Also, the risk that a company will not be able to borrow money to fund its assets. ",Liquidity Risk,,,"Risk that it will not be possible to sell a holding of a particular instrument at its theoretical price. Also , the risk that a company will not be able to borrow money to fund its assets.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
314,Locals Individuals on the floor of an exchange who trade for their own account rather than for someone else. ,Locals,,,Individuals on the floor of an exchange who trade for their own account rather than for someone else.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
315,Lognormal Distribution A variable has a lognormal distribution when the logarithm of the variable has a normal distribution. ,Lognormal Distribution,,,A variable has a lognormal distribution when the logarithm of the variable has a normal distribution.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
316,Long Hedge A hedge involving a long futures position. ,Long Hedge,,,A hedge involving a long futures position.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
317,Long Position A position involving the purchase of an asset. ,Long Position,,,A position involving the purchase of an asset.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
318,Lookback Option An option whose payoff is dependent on the maximum or min- imum of the asset price achieved during a certain period. ,Lookback Option,,,An option whose payoff is dependent on the maximum or min- imum of the asset price achieved during a certain period.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
319,Low Discrepancy Sequence See Quasi-random Sequence. ,Low Discrepancy Sequence,,,See Quasi-random Sequence. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
320,"Maintenance Margin When the balance in a trader's margin account falls below the maintenance margin level, the trader receives a margin call requiring the account to be topped up to the initial margin level. ",Maintenance Margin,,,"When the balance in a trader 's margin account falls below the maintenance margin level , the trader receives a margin call requiring the account to be topped up to the initial margin level.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
321,Margin The cash balance (or security deposit) required from a futures or options trader. ,Margin,,,The cash balance (or security deposit) required from a futures or options trader.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
322,Margin Call A request for extra margin when the balance in the margin account falls below the maintenance margin level. ,Margin Call,,,A request for extra margin when the balance in the margin account falls below the maintenance margin level.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
323,Market-Leveraged Stock Unit (MSU) A unit entitling the holder to receive shares of a stock at a future time. The number of shares received depends on the stock price. ,Market-Leveraged Stock Unit,MSU,,A unit entitling the holder to receive shares of a stock at a future time. The number of shares received depends on the stock price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
324,Market Maker A trader who is willing to quote both bid and offer prices for an asset. ,Market Maker,,,A trader who is willing to quote both bid and offer prices for an asset.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
325,Market Model A model most commonly used by traders. ,Market Model,,,A model most commonly used by traders.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
326,Market Price of Risk A measure of the trade-offs investors make between risk and return. ,Market,,,Price of Risk A measure of the trade-offs investors make between risk and return.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
327,Market Segmentation Theory A theory that short interest rates are determined independently of long interest rates by the market. ,Market Segmentation Theory,,,A theory that short interest rates are determined independently of long interest rates by the market.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
328,Marking to Market The practice of revaluing an instrument to reflect the current values of the relevant market variables. ,,,,Marking to Market The practice of revaluing an instrument to reflect the current values of the relevant market variables.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
329,"Markov Process A stochastic process where the behavior of the variable over a short period of time depends solely on the value of the variable at the beginning of the period, not on its past history. ",Markov Process,,,"A stochastic process where the behavior of the variable over a short period of time depends solely on the value of the variable at the beginning of the period , not on its past history.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
330,Martingale A zero drift stochastic process. ,Martingale,,,A zero drift stochastic process.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
331,Maturity Date The end of the life of a contract. ,Maturity Date,,,The end of the life of a contract.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
332,Maximum Likelihood Method A method for choosing the values of parameters by maximizing the probability of a set of observations occurring. ,Maximum Likelihood Method,,,A method for choosing the values of parameters by maximizing the probability of a set of observations occurring.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
333,Mean Reversion The tendency of a market variable (such as an interest rate) to revert back to some long-run average level. ,Mean Reversion,,,The tendency of a market variable (such as an interest rate) to revert back to some long-run average level.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
334,"Measure Sometimes also called a probability measure, it defines the market price of risk. ",Measure,,,"Sometimes also called a probability measure , it defines the market price of risk.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
335,Mezzanine Tranche Tranche which experiences losses after equity tranche but before senior tranches. ,Mezzanine Tranche,,,Tranche which experiences losses after equity tranche but before senior tranches.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
336,Modified Duration A modification to the standard duration measure so that it more accurately describes the relationship between proportional changes in a bond price and actual changes in its yield. The modification takes account of the compounding frequency with which the yield is quoted. ,Modified Duration,,,A modification to the standard duration measure so that it more accurately describes the relationship between proportional changes in a bond price and actual changes in its yield. The modification takes account of the compounding frequency with which the yield is quoted.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
337,"Money Market Account An investment that is initially equal to $1 and, at time t, increases at the very short-term risk-free interest rate prevailing at that time. ",Money Market Account,,,"An investment that is initially equal to $ 1 and , at time t , increases at the very short-term risk-free interest rate prevailing at that time.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
338,Monte Carlo Simulation A procedure for randomly sampling changes in market variables in order to value a derivative. ,Monte Carlo Simulation,,,A procedure for randomly sampling changes in market variables in order to value a derivative.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
339,Mortgage-Backed Security A security that entitles the owner to a share in the cash flows realized from a pool of mortgages. ,Mortgage-Backed Security,,,A security that entitles the owner to a share in the cash flows realized from a pool of mortgages.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
340,Naked Position A short position in a call option that is not combined with a long position in the underlying asset. ,Naked Position,,,A short position in a call option that is not combined with a long position in the underlying asset.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
341,Netting The ability to offset contracts with positive and negative values in the event of a default by a counterparty or for the purpose of determining collateral requirements. ,Netting,,,The ability to offset contracts with positive and negative values in the event of a default by a counterparty or for the purpose of determining collateral requirements.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
342,Newton-Raphson Method An iterative procedure for solving nonlinear equations. ,Newton-Raphson Method,,,An iterative procedure for solving nonlinear equations.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
343,"NINJA Term used to describe a person with a poor credit risk: no income, no job, no assets. ",NINJA,,,"Term used to describe a person with a poor credit risk : no income , no job , no assets.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
344,No-Arbitrage Assumption The assumption that there are no arbitrage opportunities in market prices. ,No-Arbitrage Assumption,,,The assumption that there are no arbitrage opportunities in market prices.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
345,No-Arbitrage Interest Rate Model A model for the behavior of interest rates that is exactly consistent with the initial term structure of interest rates. ,No-Arbitrage Interest Rate Model,,,A model for the behavior of interest rates that is exactly consistent with the initial term structure of interest rates.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
346,Nonstationary Model A model where the volatility parameters are a function of time. ,Nonstationary Model,,,A model where the volatility parameters are a function of time.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
347,Nonsystematic Risk Risk that can be diversified away. ,Nonsystematic Risk,,,Risk that can be diversified away.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
348,Normal Backwardation A situation where the futures price is below the expected future spot price. ,Normal Backwardation,,,A situation where the futures price is below the expected future spot price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
349,Normal Distribution The standard bell-shaped distribution of statistics. ,Normal Distribution,,,The standard bell-shaped distribution of statistics.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
350,Normal Market A market where futures prices increase with maturity. ,Normal Market,,,A market where futures prices increase with maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
351,Notional Principal The principal used to calculate payments in an interest rate swap. The principal is ‘‘notional'' because it is neither paid nor received. ,Notional Principal,,,The principal used to calculate payments in an interest rate swap. The principal is ‘ ‘ notional '' because it is neither paid nor received.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
352,"Numeraire Defines the units in which security prices are measured. For example, if the price of IBM is the numeraire, all security prices are measured relative to IBM. If ",Numeraire,,,"Defines the units in which security prices are measured. For example , if the price of IBM is the numeraire , all security prices are measured relative to IBM.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
355,Numerical Procedure A method of valuing an option when no formula is available. ,Numerical Procedure,,,A method of valuing an option when no formula is available.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
357,Offer Price See Ask Price. ,Offer Price,,,See Ask Price. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
358,OIS See Overnight Indexed Swap. ,OIS,,,See Overnight Indexed Swap. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
359,Open Interest The total number of long positions outstanding in a futures contract (equals the total number of short positions). ,Open Interest,,,The total number of long positions outstanding in a futures contract (equals the total number of short positions).,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
360,Open Outcry System of trading where traders meet on the floor of the exchange ,Open Outcry,,,System of trading where traders meet on the floor of the exchange,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
361,Option The right to buy or sell an asset. ,Option,,,The right to buy or sell an asset.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
362,Option-Adjusted Spread The spread over the Treasury curve that makes the theoret- ical price of an interest rate derivative equal to the market price. ,Option-Adjusted Spread,,,The spread over the Treasury curve that makes the theoret- ical price of an interest rate derivative equal to the market price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
363,Option Class All options of the same type (call or put) on a particular stock. ,Option Class,,,All options of the same type (call or put) on a particular stock.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
364,Option Series All options of a certain class with the same strike price and expiration date. ,Option Series,,,All options of a certain class with the same strike price and expiration date.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
365,Out-of-the-Money Option Either (a) a call option where the asset price is less than the strike price or (b) a put option where the asset price is greater than the strike ,Out-of-the-Money Option,,,Either (a) a call option where the asset price is less than the strike price or (b) a put option where the asset price is greater than the strike,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
366,"Overnight Indexed Swap Swap where a fixed rate for a period (e.g., 1 month) is exchanged for the geometric average of the overnight rates during the period. ",Overnight Indexed Swap,,,"Swap where a fixed rate for a period (e.g. , 1 month) is exchanged for the geometric average of the overnight rates during the period.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
367,"Over-the-Counter Market A market where traders deal by phone. The traders are usually financial institutions, corporations, and fund managers. ",Over-the-Counter Market,,,"A market where traders deal by phone. The traders are usually financial institutions , corporations , and fund managers.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
368,"Package A derivative that is a portfolio of standard calls and puts, possibly combined with a position in forward contracts and the asset itself. ",Package,,,"A derivative that is a portfolio of standard calls and puts , possibly combined with a position in forward contracts and the asset itself.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
369,Par Value The principal amount of a bond. ,Par Value,,,The principal amount of a bond.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
370,Par Yield The coupon on a bond that makes its price equal the principal. ,Par Yield,,,The coupon on a bond that makes its price equal the principal.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
371,Parallel Shift A movement in the yield curve where each point on the curve changes by the same amount. ,Parallel Shift,,,A movement in the yield curve where each point on the curve changes by the same amount.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
372,Parisian Option Barrier option where the asset has to be above or below the barrier for a period of time for the option to be knocked in or out. ,Parisian Option,,,Barrier option where the asset has to be above or below the barrier for a period of time for the option to be knocked in or out.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
373,Path-Dependent Option An option whose payoff depends on the whole path followed by the underlying variable—not just its final value. ,Path-Dependent Option,,,An option whose payoff depends on the whole path followed by the underlying variable—not just its final value.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
374,Payoff The cash realized by the holder of an option or other derivative at the end of its life. ,Payoff,,,The cash realized by the holder of an option or other derivative at the end of its life.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
375,PD Probability of default. ,PD,,,Probability of default.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
376,Perpetual Derivative A derivative that lasts forever. ,Perpetual Derivative,,,A derivative that lasts forever.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
377,Plain Vanilla A term used to describe a standard deal. ,Plain Vanilla,,,A term used to describe a standard deal.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
378,P-Measure Real-world measure. ,P-Measure,,,Real-world measure.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
379,PO Principal Only. A mortgage-backed security where the holder receives only principal cash flows on the underlying mortgage pool. ,PO Principal Only.,,,A mortgage-backed security where the holder receives only principal cash flows on the underlying mortgage pool.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
380,"Poisson Process A process describing a situation where events happen at random. The probability of an event in time t is 	t, where 	 is the intensity of the process. ",Poisson Process,,,"A process describing a situation where events happen at random. The probability of an event in time t is t , where is the intensity of the process.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
381,Portfolio Immunization Making a portfolio relatively insensitive to interest rates. ,Portfolio Immunization,,,Making a portfolio relatively insensitive to interest rates.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
382,Portfolio Insurance Entering into trades to ensure that the value of a portfolio will not fall below a certain level. ,Portfolio Insurance,,,Entering into trades to ensure that the value of a portfolio will not fall below a certain level.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
383,Position Limit The maximum position a trader (or group of traders acting together) is allowed to hold. ,Position Limit,,,The maximum position a trader (or group of traders acting together) is allowed to hold.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
384,Premium The price of an option. ,Premium,,,The price of an option.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
385,Prepayment function A function estimating the prepayment of principal on a port- folio of mortgages in terms of other variables. ,Prepayment function ,,,A function estimating the prepayment of principal on a port- folio of mortgages in terms of other variables.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
386,Principal The par or face value of a debt instrument. ,Principal,,,The par or face value of a debt instrument.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
387,Principal Components Analysis An analysis aimed at finding a small number of factors that describe most of the variation in a large number of correlated variables ,Principal Components Analysis,,,An analysis aimed at finding a small number of factors that describe most of the variation in a large number of correlated variables,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
389,"Principal Protected Note A product where the return earned depends on the perfor- mance of a risky asset but is guaranteed to be nonnegative, so that the investor's ",Principal Protected Note,,,"A product where the return earned depends on the perfor- mance of a risky asset but is guaranteed to be nonnegative , so that the investor 's","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
390,Program Trading A procedure where trades are automatically generated by a com- puter and transmitted to the trading floor of an exchange. ,Program Trading,,,A procedure where trades are automatically generated by a com- puter and transmitted to the trading floor of an exchange.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
391,Protective Put A put option combined with a long position in the underlying asset. ,Protective Put,,,A put option combined with a long position in the underlying asset.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
392,Pull-to-Par The reversion of a bond's price to its par value at maturity. ,Pull-to-Par,,,The reversion of a bond 's price to its par value at maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
393,Put-Call Parity The relationship between the price of a European call option and the price of a European put option when they have the same strike price and maturity ,Put-Call Parity,,,The relationship between the price of a European call option and the price of a European put option when they have the same strike price and maturity,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
394,Put Option An option to sell an asset for a certain price by a certain date. ,Put Option,,,An option to sell an asset for a certain price by a certain date.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
